nu, theta0, theta1, theta2, theta3, theta4, theta5, theta6, theta7, theta8, theta9, theta10, theta11, theta12, theta13, theta14, theta15, theta16, theta17, theta18, theta19, theta20, theta21, theta22, theta23, theta24, theta25, theta26, theta27, theta28, theta29, theta30, theta31, theta32, theta33, theta34, theta35, theta36, theta37, theta38, theta39, theta40, theta41, theta42, theta43, theta44, theta45, theta46, theta47, theta48, theta49, theta50, theta51, theta52, theta53, theta54, theta55, theta56, theta57, theta58, theta59, theta60, theta61, theta62, theta63, theta64, theta65, theta66, theta67, theta68, theta69, theta70, theta71, theta72, theta73, theta74, theta75, theta76, theta77, theta78, theta79, theta80, theta81, theta82, theta83, theta84, theta85, theta86, theta87, theta88, theta89, theta90, theta91, theta92, theta93, theta94, theta95, theta96, theta97, theta98, theta99
0,1.31949,1.30094,1.61182,1.50008,1.35859,1.49958,1.40038,1.63899,1.54356,1.59499,1.50690,1.47543,1.50290,1.47399,1.53541,1.57655,1.50742,1.54809,1.54524,1.46851,1.52715,1.45029,1.57646,1.52483,1.42357,1.43790,1.44709,1.55248,1.54126,1.59789,1.58282,1.54286,1.48323,1.52725,1.44555,1.76915,1.39228,1.62788,1.51089,1.47663,1.45052,1.40033,1.41446,1.42693,1.48363,1.38183,1.63537,1.61644,1.66201,1.32955,1.47588,1.63712,1.47945,1.43753,1.59441,1.64936,1.43795,1.65857,1.48925,1.53608,1.67871,1.55345,1.65980,1.58691,1.53098,1.51758,1.59195,1.30330,1.62982,1.39724,1.46955,1.37502,1.42329,1.64435,1.50370,1.52722,1.52846,1.63397,1.60817,1.63229,1.41682,1.38685,1.48450,1.38072,1.30561,1.43559,1.51265,1.43367,1.60424,1.35102,1.51624,1.54024,1.58192,1.50522,1.35601,1.47497,1.47929,1.62318,1.50005,1.41379
0,1.32524,1.48821,1.57041,1.32874,1.45691,1.41050,1.57268,1.39399,1.48072,1.37903,1.62367,1.53944,1.48468,1.35187,1.51555,1.58194,1.51812,1.53850,1.54738,1.34431,1.41134,1.43413,1.59816,1.56129,1.47745,1.41315,1.62652,1.53704,1.29202,1.43641,1.76370,1.58855,1.43574,1.72049,1.58924,1.69583,1.50102,1.77936,1.58425,1.56719,1.52939,1.56333,1.53357,1.79704,1.55186,1.70910,1.68180,1.57248,1.51468,1.60540,1.72558,1.67746,1.73483,1.72307,1.52025,1.60750,1.76173,1.40653,1.60127,1.62484,1.69476,1.64007,1.47758,1.57185,1.68501,1.74483,1.66206,1.52443,1.50881,1.50264,1.42897,1.50877,1.59336,1.69773,1.54503,1.57420,1.59417,1.57375,1.68494,1.63839,1.47925,1.26749,1.38248,1.55796,1.52840,1.57279,1.44468,1.61286,1.60074,1.59497,1.40704,1.39086,1.48026,1.39581,1.46778,1.34957,1.65588,1.39960,1.44315,1.35853
0,1.43592,1.72922,1.61815,1.74851,1.46477,1.50802,1.51569,1.50403,1.34554,1.74191,1.46421,1.54508,1.55066,1.64775,1.65489,1.35798,1.53619,1.47762,1.52275,1.50439,1.64257,1.64290,1.70941,1.47921,1.52342,1.53910,1.46628,1.31530,1.56271,1.62604,1.77867,1.58395,1.60810,1.62813,1.76572,1.46410,1.63814,1.77768,1.67404,1.56630,1.78702,1.63268,1.54745,1.69294,1.78380,1.80636,1.63174,1.60480,1.70006,1.63738,1.77110,1.53952,1.42303,1.72921,1.71101,1.54303,1.77285,1.77913,1.78001,1.65061,1.59014,1.66769,1.55995,1.55515,1.83638,1.54220,1.65596,1.54118,1.71919,1.43328,1.31185,1.64858,1.42819,1.52539,1.61816,1.53444,1.20916,1.56654,1.66547,1.70121,1.53681,1.56270,1.56789,1.60182,1.66904,1.51677,1.52048,1.44810,1.63337,1.38759,1.53434,1.61189,1.44865,1.70943,1.52504,1.56901,1.47529,1.51574,1.37888,1.52525
0,1.56277,1.64735,1.44641,1.59230,1.47894,1.53993,1.57285,1.56365,1.56235,1.43481,1.55764,1.43396,1.39503,1.44354,1.49300,1.60072,1.26602,1.55130,1.53625,1.66368,1.47490,1.64697,1.64276,1.51106,1.56419,1.45855,1.54739,1.45494,1.74498,1.33979,1.58389,1.68100,1.38604,1.64174,1.45640,1.45741,1.62694,1.62826,1.64431,1.70018,1.72571,1.46198,1.60609,1.62698,1.83035,1.59647,1.34705,1.42739,1.55335,1.50397,1.79338,1.45941,1.44494,1.50193,1.51920,1.32218,1.69378,1.50479,1.58158,1.51454,1.66746,1.60761,1.51463,1.46796,1.55816,1.36633,1.56369,1.55829,1.59611,1.55799,1.42332,1.72598,1.63501,1.50928,1.51255,1.59383,1.26298,1.50034,1.50169,1.58471,1.51687,1.41503,1.34741,1.48587,1.57427,1.57124,1.54611,1.53130,1.56736,1.44515,1.64116,1.25309,1.36188,1.38661,1.66799,1.67641,1.61233,1.61056,1.51549,1.46334
0,1.55760,1.54817,1.42551,1.36328,1.51351,1.43652,1.50486,1.58056,1.47000,1.48637,1.61338,1.79847,1.37745,1.51042,1.45808,1.44323,1.43560,1.53318,1.52362,1.51249,1.73699,1.59825,1.67756,1.52461,1.41491,1.51183,1.52685,1.47225,1.57471,1.66801,1.82499,1.54875,1.72303,1.62351,1.62661,1.56353,1.64972,1.71798,1.56963,1.76109,1.68928,1.60274,1.64071,1.70244,1.54510,1.63440,1.59828,1.62049,1.65841,1.58376,1.61641,1.80233,1.76187,1.61079,1.61983,1.66285,1.78863,1.65820,1.67666,1.69212,1.78841,1.45868,1.51229,1.57601,1.57052,1.71787,1.62013,1.55714,1.62402,1.54209,1.74703,1.47589,1.65251,1.62706,1.64568,1.63381,1.63857,1.58655,1.52281,1.52855,1.56058,1.62283,1.74700,1.57836,1.48801,1.63819,1.63568,1.33651,1.31748,1.31763,1.45251,1.52984,1.47863,1.45046,1.63060,1.48895,1.72814,1.47816,1.32104,1.43561
0,1.44733,1.55881,1.48306,1.48088,1.59520,1.56981,1.69255,1.50146,1.52228,1.67815,1.58667,1.44255,1.44511,1.45211,1.39280,1.44590,1.50589,1.39421,1.78063,1.51547,1.45463,1.60336,1.64793,1.54593,1.45261,1.73637,1.74072,1.58601,1.48255,1.62760,1.41205,1.74076,1.71323,1.65584,1.50597,1.73068,1.60837,1.58384,1.68302,1.55372,1.63240,1.61421,1.57243,1.39996,1.54622,1.73735,1.57633,1.96028,1.80950,1.62129,1.67825,1.92745,1.60592,1.60148,1.62681,1.65534,1.57849,1.58140,1.77713,1.63573,1.56802,1.66804,1.66096,1.56282,1.56448,1.62762,1.63122,1.76743,1.51319,1.54917,1.63948,1.64600,1.40667,1.61945,1.50454,1.66847,1.50326,1.55666,1.59401,1.60449,1.55239,1.53309,1.47087,1.50019,1.42241,1.71143,1.56469,1.39601,1.61190,1.39060,1.45698,1.54040,1.44121,1.51425,1.58726,1.35339,1.69097,1.60509,1.47132,1.73708
0,1.62737,1.44363,1.65399,1.43768,1.38468,1.52915,1.53718,1.57383,1.47077,1.51215,1.77902,1.52880,1.69269,1.53695,1.43633,1.50467,1.49163,1.65176,1.65028,1.57196,1.67267,1.49793,1.46634,1.48367,1.50796,1.59028,1.57231,1.71783,1.40820,1.68619,1.57094,1.56367,1.52909,1.51029,1.73300,1.37910,1.59105,1.58823,1.53021,1.61544,1.59583,1.54770,1.49318,1.61183,1.67021,1.73312,1.58015,1.72703,1.85702,1.45800,1.83660,1.47863,1.66682,1.40150,1.62056,1.53371,1.51599,1.53430,1.49902,1.46871,1.71948,1.65489,1.55424,1.54658,1.75912,1.67304,1.78627,1.55396,1.69390,1.58432,1.57562,1.76565,1.46177,1.41990,1.52229,1.68084,1.63162,1.53997,1.48214,1.62583,1.68631,1.44116,1.72963,1.44388,1.62669,1.51719,1.32327,1.72305,1.54316,1.60210,1.65847,1.55393,1.59489,1.45072,1.41304,1.47421,1.50906,1.55501,1.74237,1.56512
0,1.47424,1.58195,1.58681,1.54532,1.44936,1.44227,1.80952,1.68807,1.73300,1.41074,1.34668,1.71749,1.48525,1.69015,1.66028,1.66787,1.59591,1.71446,1.64371,1.56897,1.58536,1.51308,1.62023,1.69703,1.76192,1.62472,1.61828,1.58741,1.64987,1.61022,1.68752,1.66566,1.88241,1.67771,1.86928,1.65456,1.70113,1.69945,1.71177,1.61114,1.69157,1.77792,1.77384,1.78235,1.69695,1.63748,1.79701,1.52111,1.88170,1.75535,1.84436,1.73730,1.67063,1.87312,1.81207,1.75075,1.69568,1.88635,1.89797,1.67948,1.66847,1.69007,1.59882,1.70281,1.73958,1.53363,1.63844,1.79846,1.70862,1.47187,1.70934,1.77406,1.78061,1.76149,1.60715,1.60039,1.61312,1.73421,1.53689,1.56710,1.67274,1.58430,1.46351,1.64478,1.71276,1.52708,1.57844,1.56053,1.59088,1.67073,1.61303,1.52145,1.50979,1.61909,1.42958,1.46441,1.59645,1.60601,1.48354,1.54248
0,1.55222,1.64380,1.48352,1.60620,1.36637,1.57790,1.45990,1.70738,1.56795,1.55780,1.34247,1.37492,1.50193,1.52290,1.54764,1.45842,1.67033,1.69785,1.61978,1.62191,1.71005,1.62562,1.45987,1.48044,1.57730,1.50598,1.63540,1.67819,1.42855,1.40411,1.51476,1.63962,1.51639,1.62490,1.51548,1.45429,1.55533,1.69756,1.67077,1.62337,1.51315,1.64378,1.48907,1.73707,1.65463,1.56498,1.72444,1.72563,1.68812,1.58926,1.78329,1.58737,1.60388,1.81330,1.57683,1.73116,1.71415,1.64855,1.55047,1.59406,1.45009,1.56630,1.65246,1.77579,1.49354,1.74944,1.49786,1.49914,1.41327,1.46847,1.51399,1.65093,1.63996,1.60200,1.55351,1.52633,1.56751,1.49847,1.43852,1.56689,1.37687,1.55339,1.61192,1.70894,1.49455,1.64043,1.61710,1.67294,1.49205,1.52875,1.53940,1.58371,1.51114,1.68037,1.56239,1.58274,1.60609,1.59953,1.38218,1.53163
0,1.67517,1.81195,1.68592,1.59694,1.59388,1.52488,1.53850,1.58069,1.53388,1.59825,1.80113,1.50607,1.72161,1.58903,1.59954,1.59745,1.78072,1.57718,1.72270,1.74564,1.51489,1.66193,1.66758,1.66608,1.56087,1.66685,1.64018,1.53056,1.57541,1.59213,1.71538,1.83889,1.65921,1.53809,1.60887,1.67104,1.61589,1.71814,1.66132,1.56795,1.81735,1.76009,1.69055,1.70708,1.69799,1.71730,1.58280,1.83362,1.80198,1.54391,1.52781,1.81286,1.66907,1.68412,1.69780,1.75660,1.98635,1.69800,1.65007,1.64831,1.67834,1.61668,1.69675,1.67323,1.62273,1.60045,1.67978,1.61031,1.46762,1.60892,1.64894,1.53319,1.74177,1.72964,1.72468,1.65906,1.71971,1.60380,1.52432,1.71537,1.72947,1.49103,1.58557,1.62504,1.77484,1.71032,1.68296,1.53527,1.59786,1.58093,1.53718,1.53024,1.77946,1.56171,1.66922,1.62256,1.59238,1.49361,1.70747,1.57058
0,1.70567,1.65388,1.58064,1.66323,1.67267,1.56115,1.61275,1.77410,1.61583,1.58425,1.52912,1.45319,1.32588,1.39818,1.60947,1.60905,1.59229,1.77335,1.33026,1.70330,1.69488,1.65768,1.59358,1.26896,1.39052,1.43806,1.58296,1.57031,1.62305,1.47085,1.51933,1.28595,1.49794,1.41798,1.51342,1.47557,1.53521,1.39911,1.45926,1.27750,1.43268,1.42440,1.43692,1.49479,1.36154,1.40107,1.28972,1.32206,1.25161,1.29861,1.34503,1.56791,1.30594,1.40053,1.17921,1.37440,1.37350,1.32451,1.35721,1.61802,1.40029,1.37124,1.18920,1.41074,1.37735,1.49803,1.44183,1.52486,1.37430,1.30601,1.42107,1.48392,1.44670,1.54906,1.50636,1.44859,1.59897,1.45252,1.45690,1.59876,1.58208,1.56310,1.47717,1.50763,1.57912,1.49372,1.64761,1.78824,1.71675,1.57683,1.54243,1.55543,1.66406,1.72231,1.56415,1.77114,1.51050,1.60503,1.67376,1.48936
0,1.64629,1.78881,1.63223,1.60115,1.54020,1.46404,1.46382,1.74003,1.72058,1.61123,1.34856,1.65226,1.41933,1.65809,1.70371,1.59505,1.68326,1.47856,1.41848,1.48687,1.50073,1.55396,1.75247,1.52265,1.33050,1.50271,1.51921,1.53909,1.60535,1.50816,1.52566,1.45750,1.39200,1.51509,1.49003,1.41789,1.37735,1.76978,1.58074,1.49536,1.44853,1.65746,1.37400,1.49240,1.46647,1.46008,1.39121,1.49297,1.46661,1.20717,1.41187,1.33883,1.61292,1.49892,1.58061,1.44417,1.58478,1.56038,1.33846,1.53680,1.53911,1.41867,1.55456,1.40428,1.53832,1.52446,1.71396,1.69428,1.44939,1.61780,1.70721,1.35728,1.52897,1.46332,1.48665,1.51935,1.64062,1.66295,1.69705,1.51389,1.64279,1.54000,1.60799,1.30549,1.61362,1.54206,1.71824,1.70914,1.68152,1.63044,1.63856,1.54812,1.73041,1.73067,1.58314,1.67981,1.54002,1.71783,1.71223,1.58438
0,1.62392,1.64702,1.78301,1.73872,1.72821,1.58918,1.69795,1.64087,1.63781,1.65320,1.57764,1.79643,1.70345,1.51330,1.79292,1.53211,1.45794,1.58303,1.55105,1.65162,1.69294,1.67218,1.56522,1.55478,1.44463,1.52707,1.60950,1.70180,1.57433,1.61891,1.57926,1.61383,1.62012,1.62407,1.53780,1.77528,1.61184,1.69841,1.50924,1.56194,1.68016,1.50824,1.61754,1.71110,1.66320,1.79342,1.53161,1.72473,1.55790,1.65688,1.57691,1.43930,1.67740,1.66418,1.49764,1.74529,1.44342,1.56756,1.81564,1.76595,1.57958,1.70098,1.64834,1.50789,1.61483,1.59066,1.60572,1.61345,1.52428,1.69667,1.69594,1.46578,1.59225,1.63561,1.66266,1.64378,1.47857,1.68494,1.43975,1.57629,1.73245,1.54075,1.55913,1.68265,1.72740,1.69648,1.70038,1.79595,1.67553,1.70019,1.79539,1.72025,1.72924,1.65217,1.61238,1.43844,1.65720,1.71988,1.51243,1.61998
0,1.60159,1.53722,1.51180,1.60273,1.61324,1.69407,1.77900,1.56771,1.46025,1.66449,1.44978,1.59250,1.53980,1.59176,1.56062,1.60015,1.64140,1.46663,1.31122,1.61015,1.62208,1.54252,1.48614,1.52146,1.64961,1.74569,1.55386,1.56844,1.64043,1.47698,1.43943,1.64582,1.51386,1.35018,1.48710,1.36361,1.46500,1.50327,1.50189,1.49632,1.42005,1.48817,1.44230,1.39310,1.34286,1.43050,1.29647,1.56444,1.33845,1.56656,1.35350,1.45665,1.42869,1.50153,1.44073,1.47664,1.39120,1.46372,1.41883,1.38766,1.44970,1.33807,1.44423,1.51186,1.37325,1.68738,1.58208,1.63464,1.49114,1.49870,1.45346,1.40859,1.60879,1.40926,1.44911,1.42107,1.33992,1.50710,1.47515,1.68389,1.67432,1.62873,1.62098,1.65501,1.55565,1.54427,1.59533,1.81051,1.50531,1.65217,1.65188,1.50389,1.65245,1.51966,1.70598,1.59176,1.75498,1.61791,1.60021,1.57121
0,1.70926,1.60857,1.59397,1.70644,1.59603,1.54946,1.78724,1.75944,1.65832,1.69254,1.60806,1.68971,1.80039,1.63707,1.79950,1.78400,1.80419,1.83967,1.74696,1.80378,1.96308,1.66712,1.68708,1.73556,1.84466,1.73914,1.55105,1.62543,1.70689,1.82203,1.86387,1.87780,1.63720,1.84737,1.84512,1.83956,1.84040,1.55262,1.87681,1.64668,1.84407,1.82953,1.64511,1.87574,1.83594,1.97758,2.03129,1.80159,1.82237,1.76297,2.01311,1.92542,1.83405,1.68163,1.60445,1.89869,1.84402,1.77169,1.81861,1.78800,1.68197,1.92510,1.82791,1.73324,1.74053,1.63498,1.94660,1.97022,1.68676,1.75599,1.88827,1.61876,1.84415,1.49434,1.92261,1.77970,1.87107,1.49394,1.74164,1.63951,1.79765,1.68797,1.56204,1.77785,1.74046,1.60617,1.60725,1.78237,1.52151,1.65391,1.63912,1.65201,1.62902,1.73706,1.71880,1.71283,1.60020,1.72140,1.76473,1.59653
0,1.56418,1.64726,1.72026,1.70008,1.49087,1.56717,1.61878,1.66219,1.43052,1.74191,1.60144,1.56048,1.57131,1.68805,1.64620,1.58527,1.48417,1.57712,1.55402,1.67160,1.43801,1.67785,1.70921,1.49991,1.41698,1.66985,1.84004,1.60338,1.60196,1.68557,1.48016,1.54056,1.61143,1.41316,1.59913,1.82162,1.56678,1.55104,1.65410,1.62228,1.56229,1.66260,1.42681,1.74640,1.45857,1.55675,1.41730,1.61457,1.60447,1.40199,1.67998,1.67798,1.45435,1.66502,1.75709,1.62881,1.67450,1.58510,1.59718,1.59391,1.51268,1.60246,1.52789,1.52475,1.53230,1.60557,1.56679,1.52089,1.67041,1.61091,1.52962,1.63085,1.77808,1.77234,1.59193,1.66648,1.43816,1.65365,1.68559,1.54994,1.70929,1.69055,1.65079,1.48390,1.75798,1.62945,1.48836,1.76338,1.65649,1.71995,1.63180,1.67685,1.78310,1.57400,1.70226,1.66591,1.64996,1.68921,1.64333,1.77460
0,1.76962,1.63468,1.51860,1.45448,1.77158,1.54687,1.69885,1.71573,1.64179,1.83729,1.61126,1.60597,1.80108,1.62545,1.85030,1.50790,1.68558,1.78145,1.64014,1.71843,1.45557,1.76391,1.66189,1.74182,1.83237,1.84590,1.72519,1.76610,1.75935,1.78882,1.86674,1.71368,1.89026,1.81481,1.81889,1.68586,1.67812,1.92978,1.84306,1.79293,1.86473,1.78492,1.81671,1.78525,1.94880,1.78652,1.72219,2.01628,1.76673,1.78786,1.71647,1.90731,1.80640,1.86327,1.86929,1.97141,1.92237,1.87260,1.88759,1.95935,1.74430,1.88178,1.91935,2.05088,1.77032,1.78458,1.77199,1.93059,1.87859,1.68065,1.59007,1.91318,1.82421,1.84685,1.68823,1.71570,1.59385,1.93549,1.76632,1.77082,1.74117,1.74975,1.77133,1.63389,1.84449,1.52669,1.59619,1.72944,1.75293,1.73723,1.56774,1.88085,1.90105,1.79444,1.65039,1.53992,1.55240,1.66527,1.66615,1.56433
0,1.75989,1.90825,1.70801,1.80655,1.69615,1.65440,1.58953,1.73520,1.71555,1.57370,1.70616,1.78470,1.55568,1.84073,1.59192,1.71878,1.60672,1.71653,1.56368,1.69407,1.71320,1.81376,1.67535,1.70340,1.79539,1.56070,1.81211,1.73905,1.83099,1.72473,1.75276,1.83320,1.74650,1.81061,1.72670,1.74365,1.72063,1.63905,1.92162,1.66381,1.60392,1.68207,1.66111,1.72650,1.62181,1.79832,2.05379,1.78177,1.86818,1.68018,1.76621,1.79667,1.95211,1.93228,1.93085,1.86265,1.59561,1.75557,1.70860,1.80974,2.00736,1.76417,1.81977,1.70920,1.97931,1.70484,1.70376,1.81206,1.68057,1.88247,1.82672,1.57682,1.68930,1.80853,1.81802,1.69090,1.70918,1.66779,1.64387,1.61520,1.63605,1.75257,1.59765,1.70490,1.84687,1.76854,1.82163,1.70017,1.77775,1.52147,1.51133,1.64562,1.56655,1.59448,1.70369,1.68500,1.56195,1.73878,1.70700,1.64579
0,1.85331,1.53709,1.62783,1.62476,1.85696,1.77102,1.77527,1.69104,1.71485,1.74773,1.83287,1.63840,1.64218,1.69765,1.67332,1.70685,1.73109,1.76635,1.71638,1.77792,1.83426,1.66078,1.78075,1.70001,1.67455,1.73498,1.78010,1.77438,1.75036,1.66626,1.67057,1.88546,1.59178,1.81758,1.48698,1.72754,1.64191,1.69523,1.57508,1.72047,1.54049,1.78259,1.77389,1.67248,1.79856,1.75957,1.61024,1.76413,1.85371,1.70183,1.76975,1.64671,1.78814,1.74831,1.78795,1.79299,1.80659,1.76914,1.69143,1.75335,1.73460,1.52208,1.63023,1.64175,1.77836,1.77966,1.73362,1.80922,1.83332,1.71597,1.67639,1.81181,1.78552,1.72492,1.69986,1.68530,1.69688,1.83197,1.80748,1.62232,1.68055,1.65714,1.56744,1.71367,1.65824,1.71162,1.52440,1.80259,1.87223,1.72361,1.77521,1.54975,1.53374,1.75816,1.72088,1.64135,1.67656,1.76860,1.55652,1.74085
0,1.68548,1.64152,1.64481,1.56717,1.45674,1.79572,1.82092,1.76590,1.68483,1.75467,1.58310,1.72386,1.65185,1.83356,1.76649,1.85725,1.63692,1.69851,1.73439,1.67825,1.68180,1.53083,1.64983,1.60275,1.42328,1.54430,1.69558,1.68680,1.45933,1.61872,1.45918,1.65088,1.70629,1.56441,1.70111,1.58206,1.59024,1.67943,1.54742,1.68257,1.63248,1.54004,1.61648,1.48002,1.68317,1.50235,1.53573,1.35044,1.55375,1.45496,1.47789,1.48719,1.62221,1.46682,1.43608,1.54648,1.62541,1.54963,1.39943,1.18876,1.58507,1.72679,1.57862,1.65544,1.46737,1.44630,1.54449,1.60616,1.43578,1.57160,1.54526,1.61380,1.77598,1.75654,1.60751,1.68277,1.67230,1.58516,1.68281,1.68722,1.71996,1.73043,1.82803,1.58655,1.72133,1.75551,1.74210,1.57956,1.67972,1.62762,1.65317,1.72380,1.68276,1.74823,1.69275,1.69878,1.61759,1.73739,1.75666,1.78408
0,1.72499,1.57388,1.59793,1.75835,1.71904,1.59049,1.75400,1.55502,1.57279,1.47247,1.63851,1.79102,1.78334,1.87763,1.69099,1.75426,1.99436,1.76771,1.75294,1.86454,1.86817,1.83112,1.87714,1.63730,1.87759,1.69396,1.80017,1.88883,1.81062,1.71597,1.93448,1.70814,1.78880,1.96767,1.90630,1.89075,2.02658,1.75958,1.99410,1.89850,1.92078,1.70896,1.87793,1.99572,1.97338,1.92441,1.87446,1.81736,2.01928,1.83327,1.86596,1.91597,1.94880,1.73249,1.62622,2.04543,1.85272,1.80303,1.72641,1.89650,1.85760,2.06243,2.03561,1.70013,1.87185,1.93305,1.75644,2.04115,1.80889,1.78093,1.56230,1.71588,1.73959,1.94833,1.75700,1.89644,1.82870,1.90596,1.75504,1.80138,1.86137,1.91680,1.97854,1.58497,1.69457,1.88243,1.71253,1.77726,1.72119,1.77889,1.49456,1.83091,1.73738,1.62251,1.60065,1.80612,1.79536,1.55488,1.79859,1.66092
0,1.88124,1.75870,1.81612,1.74500,1.75269,1.68369,1.74076,1.76667,1.78211,1.88447,1.89788,1.91988,1.73657,1.77518,1.87800,1.78116,1.91849,1.55365,1.94911,1.72590,1.79339,1.77609,1.89449,1.79924,2.02454,1.88495,1.81357,1.93306,1.90820,1.83358,1.98136,1.94619,1.98775,1.76952,1.84728,1.84130,1.97109,1.99157,1.99622,1.86392,1.83117,1.87472,2.05427,2.09053,1.95928,1.87754,1.88658,1.95325,1.65058,1.95546,1.88136,1.84306,1.91691,1.82932,1.97581,1.90617,2.01027,1.70786,1.94032,1.75033,1.84145,2.02565,1.84284,2.02938,2.08753,1.95014,1.93344,1.70133,1.85482,1.94202,2.15045,1.79656,1.89980,1.80948,1.82172,1.93550,1.83981,1.70024,1.65190,1.92080,1.97109,1.61540,1.75825,1.80035,1.74861,1.77716,1.78944,1.86182,1.73478,2.03509,1.79644,1.71142,1.78600,1.78319,1.66236,1.73788,1.82550,1.78099,1.69173,1.80887
0,1.65505,1.70429,1.77999,1.74794,1.81856,1.51345,1.60344,1.77090,1.67012,1.97273,1.83173,1.76004,1.77051,1.89249,1.74779,1.78656,1.83548,1.88466,1.85577,1.59538,1.75347,1.79514,1.92244,1.94561,1.94433,1.93749,1.85786,1.74391,1.62872,1.76627,1.95948,1.85991,1.96442,1.77529,2.02280,1.73325,1.96397,1.84331,1.65899,1.92749,1.85574,1.99389,1.86002,1.69355,1.71708,1.98892,1.96868,1.74266,1.72632,1.80910,1.91019,1.92721,1.83126,1.88267,1.99279,1.88669,2.02735,1.98042,1.78782,1.99921,2.03805,2.04772,1.82622,1.99827,1.83289,1.85584,1.81050,1.91114,1.85468,1.88539,1.69330,1.87924,1.93119,1.86501,1.74071,1.83630,1.81181,1.98595,1.94736,1.83234,1.96028,1.78067,1.79183,1.76637,1.73722,1.78036,1.79955,1.65081,1.60238,1.85357,1.69126,1.75484,1.83207,1.80229,1.69437,1.66973,1.88179,1.71115,1.61577,1.74127
0,1.69298,1.77995,1.82205,1.79404,1.67414,1.65755,1.86360,1.68474,1.62753,1.68366,1.67672,1.78131,1.81747,1.87684,1.75879,1.68991,1.65367,1.70128,1.65915,1.74570,1.88070,1.97052,1.70319,1.84158,1.69128,1.82333,1.74828,1.78677,1.95990,1.87677,1.85963,1.95863,1.73656,1.80251,1.86746,1.94915,1.93619,1.87847,1.90508,1.85786,1.89220,1.97693,1.74498,1.74493,1.88884,1.99562,1.87422,1.76189,2.00227,1.82491,1.86055,1.65214,1.86124,1.91958,1.85100,1.94197,1.75138,1.74992,1.88467,2.00011,1.77801,1.84726,1.70600,1.91962,1.73879,1.85567,1.84380,1.73480,1.90967,1.64506,1.92632,1.70537,2.04178,1.91002,1.88844,1.72994,1.85540,1.74146,1.74813,1.85501,1.69398,1.84703,1.67286,1.78546,1.82207,1.84269,1.84436,1.86033,1.79228,1.73122,1.75959,1.91149,1.81356,1.87180,1.78157,1.93408,1.78534,1.82414,1.67896,1.84524
0,1.69104,1.82955,1.76028,1.75527,1.67548,1.84634,1.88959,1.70124,1.83019,1.82891,1.75626,1.82002,1.76802,1.82469,1.87530,1.74104,1.91683,1.75370,1.85268,2.05187,2.01205,1.88680,1.88503,1.77247,2.02411,1.79230,1.77098,1.99517,1.99332,1.96499,1.89541,1.73642,1.92669,1.97933,1.90541,1.90433,1.97216,1.82575,1.92756,2.03861,1.86371,1.83129,2.01445,1.89734,2.08024,2.07222,2.02447,1.85793,2.01054,1.85745,1.78970,1.99770,1.94404,2.02351,1.87994,2.10548,1.83087,1.86527,1.94128,2.00533,1.87821,1.81620,1.90872,1.79826,1.70937,1.89603,1.83720,1.92062,1.82182,1.95111,1.84746,1.83969,1.96304,1.88166,1.68771,1.59934,1.75033,1.73000,1.81862,1.87646,1.73289,1.91066,1.85344,1.79633,1.84259,1.83197,1.67802,1.97784,1.74514,1.86231,1.83687,1.75907,1.93310,1.73668,1.76357,1.86449,1.73612,1.87784,1.81640,1.85214
0,1.72192,1.71771,1.76172,1.63714,1.75775,1.86492,1.84114,1.69724,1.75356,1.75748,1.81743,1.86340,1.89271,1.66534,1.87394,1.85490,1.76839,1.82316,1.81457,1.90976,1.76758,1.89755,1.71437,1.83198,1.56793,1.82334,1.77488,1.58160,1.60683,1.67267,1.72857,1.73997,1.72165,1.73894,1.70376,1.91313,1.76607,1.83239,1.79540,1.78627,1.81852,1.79317,1.73225,1.92114,1.74290,1.68650,2.00804,1.90350,1.62832,1.59393,1.74030,1.77409,1.78296,1.63634,1.63645,1.76330,1.70963,1.61304,1.94185,1.84309,1.73909,1.77565,1.68122,1.65752,1.62012,1.83001,1.74791,1.78924,1.70436,1.90780,1.80960,2.01528,1.85841,1.82282,1.81951,1.83465,1.91567,1.68481,1.81650,1.75595,1.68129,1.69858,1.76435,1.81359,1.68663,1.65616,1.58408,1.76788,1.75750,1.68130,1.72614,1.99870,1.85376,1.75270,1.70131,1.80020,1.76783,1.91868,1.78298,1.70791
0,1.98070,1.71456,1.82888,1.86491,1.74054,1.75128,1.80924,1.66008,1.69482,1.78022,1.79376,1.80517,1.71349,2.01634,1.77437,1.80601,1.78322,1.94582,1.80500,1.95552,1.73466,1.72462,1.79362,1.88360,1.83589,1.87020,1.78413,1.77054,1.87689,1.85895,1.60818,1.87851,1.69114,1.77422,1.82900,1.88808,1.80135,1.78943,1.79848,1.73189,1.92155,1.76551,1.83030,1.86442,1.94354,2.02166,1.80562,1.85706,1.77638,1.75086,1.78500,1.89393,1.86561,1.82369,1.76370,1.85126,1.78310,1.80730,2.08338,2.05538,1.85511,1.89769,1.83451,1.72183,1.89330,1.86292,1.75952,1.92798,1.69398,1.74005,1.72438,1.94334,1.77831,1.78874,1.85343,1.89035,1.94538,1.75935,1.72650,1.84136,1.80812,1.84499,1.82796,1.81821,1.80846,1.84324,1.80913,1.59838,1.81471,1.64124,1.91968,1.69332,1.64779,1.73329,1.91115,1.86132,1.64849,1.84220,1.77614,1.86216
